% Time (s),"Dependent variable c Sink Flux","Dependent variable c Source Flux","Dependent variable p (m^2) Total Concentration"
7.047110726249229,5.8391373730263096E-9,2.1694317602941697E-4,1.989715273571601E-4
7.216891252050107,7.426326619654515E-9,2.5705998628197305E-4,2.354344344254466E-4
7.386671777850986,9.379559820494936E-9,3.045891362195578E-4,2.7864502331568743E-4
7.556452303651865,1.1763486011395058E-8,3.60897770863817E-4,3.298496663135202E-4
7.726232829452743,1.4649004517245618E-8,4.276042140575835E-4,3.905245211126413E-4
7.896013355253622,1.811276133066081E-8,5.066237202630673E-4,4.6241770379749415E-4
8.065793881054502,2.2236474547576744E-8,6.00222399630127E-4,5.475991197611931E-4
8.235574406855381,2.71061720681863E-8,7.110807112038596E-4,6.485193231460183E-4
8.40535493265626,3.281147754339908E-8,8.423681302935794E-4,7.680789981295394E-4
8.57513545845714,3.944513921422253E-8,9.978308276389367E-4,9.097109129633223E-4
8.74491598425802,4.7103053321331764E-8,0.0011818944465916506,0.0010774764967642352
8.9146965100589,5.588507712276222E-8,0.0013997843231641786,0.0012761795284889272
9.084477035859779,6.589694233027609E-8,0.0016576657504809944,0.0015114998035865898
9.254257561660658,7.725355769354677E-8,0.001962807124522402,0.0017901500532742387
9.424038087461538,9.008392963099069E-8,0.0023237689921419198,0.002120059829137193
9.593818613262417,1.0453784684460314E-7,0.0027506221103785105,0.0025105905204294418
9.763599139063297,1.2079439508773852E-7,0.0032551975526771016,0.002972786121403189
10.103160190665054,1.5964699728445787E-7,0.004555387193576348,0.004166663050739062
10.408765137106636,2.0358486177101016E-7,0.006156906505390809,0.0056428763480647365
10.714370083548218,2.587897009287791E-7,0.008308688271862132,0.007636144550451956
11.0199750299898,3.2918893547931154E-7,0.011189273832589731,0.010322335000281268
11.325579976431381,4.2040105372110926E-7,0.015026536792334282,0.013933014955896106
11.631184922872963,5.403087130489502E-7,0.02010425800171022,0.018769640348530427
11.936789869314545,6.998073797906055E-7,0.02676331860046813,0.025218612787048383
12.242394815756127,9.138082771035467E-7,0.03539115110256046,0.03376464265875342
12.547999762197708,1.2026039603779255E-6,0.046389564456729815,0.04499756782456405
12.85360470863929,1.5937316239803995E-6,0.06010771926842586,0.05960441746953593
13.159209655080872,2.1245106633098827E-6,0.07672676235251205,0.07833468253092231
13.464814601522454,2.845494385232973E-6,0.09609114576678567,0.1019240956754415
13.770419547964035,3.825165884300974E-6,0.11750664197489687,0.1309644379555137
14.076024494405617,5.1563200354390875E-6,0.1395701057798544,0.1657193526509644
14.381629440847199,6.964714332538488E-6,0.16014696841820777,0.2059129113649457
14.656673892644623,9.139630838315652E-6,0.17523716488753424,0.24593090056159067
14.931718344442046,1.2003738670574508E-5,0.18513971503312845,0.28830589845942567
15.20676279623947,1.5774286889111258E-5,0.18848894901131932,0.33136164660807876
15.481807248036894,2.0736813539890432E-5,0.18479781431544284,0.3732016562515005
15.756851699834318,2.7265055218572784E-5,0.17460236918940078,0.4119731427507847
16.004391706451997,3.4880834574555966E-5,0.1610107438239355,0.442980689174342
16.25193171306968,4.4620762735241126E-5,0.14464714335827122,0.46952621655589427
16.474717719025595,5.568521223723623E-5,0.12872434966285276,0.48928747230531144
16.69750372498151,6.948070949213244E-5,0.11262944639598296,0.5050771748038216
16.920289730937423,8.667184299231676E-5,0.09709578697371993,0.5170179219374607
17.143075736893337,1.0808170218446405E-4,0.08264027641986722,0.5253749735175098
17.36586174284925,1.3472195621118348E-4,0.06957466990414471,0.5305072653189591
17.566369148209574,1.6419118368094087E-4,0.05912313641838543,0.532697697198439
17.766876553569897,1.9999786256517368E-4,0.049925292787517735,0.5328896201896329
17.96738395893022,2.434558392363145E-4,0.04193404993246231,0.5313643349606406
18.167891364290544,2.9613118523060195E-4,0.035064405124532516,0.528385165569371
18.368398769650867,3.5987193228824893E-4,0.02921044703219339,0.5241926108985142
18.56890617501119,4.3685114583535734E-4,0.024257920161104413,0.5189996543285034
18.769413580371513,5.296087197769E-4,0.0200928883356709,0.5129907474576879
18.969920985731836,6.410864253169697E-4,0.016607258696485196,0.5063236640838932
19.17042839109216,7.746552688916237E-4,0.013701941956727323,0.4991320867522915
19.370935796452482,9.341322223880369E-4,0.0112883324461873,0.4915279568193302
19.571443201812805,0.0011237800099601898,0.009288659454542212,0.4836037057908659
19.771950607173128,0.0013482821882426252,0.007635627751621397,0.4754345772256901
19.97245801253345,0.001612686005589532,0.0062716482758761296,0.4670809458257134
20.172965417893774,0.0019223063546738696,0.005147866104234862,0.45859043944984834
20.373472823254097,0.0022825853925678152,0.004223121716402316,0.4499997870440097
20.57398022861442,0.002698904668410194,0.003462930103240204,0.44133643120957755
20.774487633974744,0.003176285728909595,0.0028385264348281996,0.43261909066644716
20.974995039335067,0.003719267527541142,0.0023260029560752318,0.42386177243503304
21.17550244469539,0.004331509569610915,0.0019055462644075255,0.41507255232499163
21.376009850055713,0.005015452102857652,0.0015607745864653002,0.4062545530771822
21.576517255416036,0.005772012042806171,0.0012781691918232034,0.3974074519276474
21.77702466077636,0.006600319922501033,0.0010465912763598893,0.38852868842480165
22.178039471497,0.008458119322413846,7.014836501175456E-4,0.37066064718812736
22.579054282217644,0.010539954619145614,4.7003077842570673E-4,0.35261285167687423
22.980069092938287,0.012763112110470591,3.148812451764307E-4,0.33435569054209124
23.38108390365893,0.015016614626720073,2.1091534217643405E-4,0.3158866212678285
23.782098714379572,0.01717338185105891,1.4126349587997855E-4,0.2972426745042781
24.183113525100215,0.01910670559064544,9.460742117399639E-5,0.27850467888228986
24.54767284470668,0.020579400945626877,6.571014187304405E-5,0.26149277613334126
24.912232164313142,0.02171875955728572,4.563829723363349E-5,0.24461628364058036
25.276791483919606,0.02248879817332379,3.169709013482527E-5,0.22799696411706444
25.64135080352607,0.022878104963844584,2.2014278179833372E-5,0.21176066050385478
26.005910123132534,0.022898314263628865,1.528924701532604E-5,0.19602883236525365
26.50513813041554,0.022382215883784265,9.280706764605275E-6,0.17550135298178418
27.004366137698543,0.02134870908175335,5.633434951346606E-6,0.15635037292349446
27.503594144981548,0.01994527739457859,4.175841108516602E-6,0.13872955079447033
28.002822152264553,0.018315154076572446,3.4249794030613148E-6,0.12271049764087626
28.502050159547558,0.01657862467634983,2.6741176976060344E-6,0.10829727661634828
29.001278166830563,0.014833191797453524,1.923255992150748E-6,0.09543385452735031
29.711563486139035,0.012465708482348093,8.549544577108392E-7,0.07962470038694655
30.421848805447507,0.010338618637942068,0,0.06643463949720281
31.061105592825133,0.008669611022713315,0,0.0564965726333191
31.70036238020276,0.007237270332270408,0,0.04812357788771606
32.27569348884262,0.006137702470141011,0,0.041729213760372814
32.851024597482485,0.005201838415258598,0,0.03625544623430195
33.42635570612235,0.004410611824485148,0,0.03156582927856017
34.072769846023284,0.00366985796223991,0,0.02708578971122118
34.71918398592422,0.003060485397462169,0,0.023304078003240948
35.36559812582515,0.0025589874134578834,0,0.02010282459513743
36.012012265726085,0.0021456352574621544,0,0.017385127180156737
36.65842640562702,0.001804299384722319,0,0.015071347488362901
37.30484054552795,0.0015218060256100246,0,0.013095838066351307
37.951254685428886,0.0012873918998265997,0,0.011404676994073918
38.59766882532982,0.0010921600982199148,0,0.009952953307949394
39.59766882532982,8.511588041963318E-4,0,0.008094539411271811
40.49766882532982,6.833677127688316E-4,0,0.006746126996144151
41.397668825329816,5.509996343664709E-4,0,0.005640655136829825
42.297668825329815,4.4603519858021825E-4,0,0.004730800322577381
43.197668825329814,3.6233874089436336E-4,0,0.003979633244968375
44.09766882532981,2.953623576155559E-4,0,0.0033574307653251047
44.99766882532981,2.4168434587551452E-4,0,0.0028400072510230863
45.89766882532981,1.98495092875361E-4,0,0.0024080994479097387
46.79766882532981,1.63480853143732E-4,0,0.0020466130666294264
47.69766882532981,1.3496488749459466E-4,0,0.0017432918243486628
48.597668825329805,1.1180579581334973E-4,0,0.001488140278412732
49.40766882532981,9.476203632249034E-5,0,0.0012927673222698755
50.21766882532981,8.057195392040341E-5,0,0.001124617029189972
50.94666882532981,6.968198403225149E-5,0,9.93172408045609E-4
51.67566882532981,6.0276840634474144E-5,0,8.780256925733964E-4
52.33176882532981,5.3008546774829086E-5,0,7.865721767805931E-4
52.98786882532981,4.6787628351207225E-5,0,7.051919292492074E-4
53.643968825329814,4.139980250551237E-5,0,6.326631658863777E-4
54.23445882532982,3.7094238248131924E-5,0,5.740827016305232E-4
54.82494882532982,3.322533025748638E-5,0,5.211789121173797E-4
55.41543882532982,2.977664289354387E-5,0,4.7338520857555277E-4
56.005928825329825,2.6731865231359347E-5,0,4.301772986510134E-4
56.67632731222852,2.3708972368755078E-5,0,3.860798956045228E-4
57.34672579912722,2.1064369930215424E-5,0,3.466638794896023E-4
58.01712428602592,1.8726672997501667E-5,0,3.1140258524451925E-4
58.687522772924616,1.6656085991997707E-5,0,2.798412932895164E-4
59.357921259823314,1.4829219524347478E-5,0,2.515770740214849E-4
60.02831974672201,1.3221198031985024E-5,0,2.2624493959061968E-4
60.69871823362071,1.1802437589211428E-5,0,2.0352510101491448E-4
61.36911672051941,1.0543938133906004E-5,0,1.8313755166779138E-4
62.039515207418106,9.424419451928345E-6,0,1.6483615590138435E-4
62.7099136943168,8.430045107451315E-6,0,1.484016983956013E-4
63.7099136943168,7.150428101398743E-6,0,1.2693498310431558E-4
64.70991369431681,6.0770815587407E-6,0,1.0863255830263375E-4
65.70991369431681,5.171332534090197E-6,0,9.301083459945577E-5
66.70991369431681,4.404499357270584E-6,0,7.966103804272965E-5
67.70991369431681,3.7542505812675497E-6,0,6.823332459222878E-5
68.70991369431681,3.202236077301576E-6,0,5.8446096860895006E-5
69.70991369431681,2.7335129509177995E-6,0,5.007466031185248E-5
70.70991369431681,2.3357716639474084E-6,0,4.292150110760408E-5
71.70991369431681,1.9977164932823533E-6,0,3.680201770484577E-5
72.70991369431681,1.7090753025892006E-6,0,3.155512890214549E-5
73.70991369431681,1.462236505467645E-6,0,2.705369574279558E-5
74.70991369431681,1.2516633261790475E-6,0,2.319703518759725E-5
75.70991369431681,1.0721386786576713E-6,0,1.9896005649031448E-5
76.70991369431681,9.18655091530065E-7,0,1.706725642967759E-5
77.70991369431681,7.871190536730111E-7,0,1.4639017044489128E-5
78.70991369431681,6.743645078040614E-7,0,1.2553896594921955E-5
79.70991369431681,5.778110909435829E-7,0,1.0765186671768076E-5
80.70991369431681,4.952127706376914E-7,0,9.232314696929532E-6
81.70991369431681,4.245633012497894E-7,0,7.919312250486741E-6
82.70991369431681,3.6407540787900863E-7,0,6.7940912445986785E-6
83.70991369431681,3.122274498374291E-7,0,5.828866520362619E-6
84.70991369431681,2.67766753352718E-7,0,5.000551903400448E-6
85.70991369431681,2.2965966548438935E-7,0,4.290019108900042E-6
86.70991369431681,1.9700536585837775E-7,0,3.6807779068279307E-6
87.70991369431681,1.690026852823066E-7,0,3.15819153337678E-6
88.70991369431681,1.449768079058874E-7,0,2.709706903128337E-6
89.70991369431681,1.2436589647371436E-7,0,2.324811571476125E-6
90.70991369431681,1.066912970840197E-7,0,1.994629866375596E-6
91.70991369431681,9.153650680931062E-8,0,1.7114476942973111E-6
92.70991369431681,7.85350164378058E-8,0,1.4685027536056442E-6
93.70991369431681,6.737803866734939E-8,0,1.2599967580231806E-6
94.70991369431681,5.780892426920396E-8,0,1.0811244580180207E-6
95.70991369431681,4.959653511717779E-8,0,9.275855385575449E-7
96.70991369431681,4.254588793046274E-8,0,7.957502967841166E-7
97.70991369431681,3.649442404819327E-8,0,6.825918210308265E-7
98.70991369431681,3.130360196024353E-8,0,5.855243308057057E-7
99.70991369431681,2.6856037692880214E-8,0,5.023489604227602E-7
100.70991369431681,2.3042324911328227E-8,0,4.3102240576016087E-7
