% Model,LymphNode_2D_Model(1).mph
% Version,COMSOL 6.0.0.312
% Date,"Sep 2 2022, 14:26"
% Table,Accumulated Probe Table 3 - 
% p_diric_aff,lmda,Time (s),"Dependent variable c, Sink Flux","Dependent variable c, Source Flux","Dependent variable p (m^2), Total Concentration"
1.5,0.7000000000000001,209.8,-1.1433031751341668E-25,0,-1.752304447966438E-24
1.5,0.7000000000000001,210,-1.1329796163347486E-25,0,-1.7364703893563225E-24
1.5,0.7000000000000001,210.20000000000002,-1.1226560575353271E-25,0,-1.7206363307462E-24
1.5,0.7000000000000001,210.4,-1.1123324987359082E-25,0,-1.704802272136076E-24
1.5,0.7000000000000001,210.60000000000002,-1.1020089399364877E-25,0,-1.688968213525957E-24
1.5,0.7000000000000001,210.8,-1.0916853811370676E-25,0,-1.6731341549158403E-24
1.5,0.7000000000000001,211,-1.0813618223376499E-25,0,-1.6573000963057206E-24
1.5,0.7000000000000001,211.20000000000002,-1.0710382635382282E-25,0,-1.6414660376955984E-24
1.5,0.7000000000000001,211.4,-1.060714704738809E-25,0,-1.6256319790854815E-24
1.5,0.7000000000000001,211.60000000000002,-1.0503911459393888E-25,0,-1.6097979204753612E-24
1.5,0.7000000000000001,211.8,-1.0400675871399696E-25,0,-1.5939638618652393E-24
1.5,0.7000000000000001,212,-1.0297440283405504E-25,0,-1.5781298032551199E-24
1.5,0.7000000000000001,212.20000000000002,-1.0194204695411287E-25,0,-1.5622957446449978E-24
1.5,0.7000000000000001,212.4,-1.0090969107417108E-25,0,-1.54646168603488E-24
1.5,0.7000000000000001,212.60000000000002,-9.987733519422907E-26,0,-1.5306276274247576E-24
1.5,0.7000000000000001,212.8,-9.884497931428708E-26,0,-1.514793568814638E-24
1.5,0.7000000000000001,213,-9.781262343434521E-26,0,-1.4989595102045206E-24
1.5,0.7000000000000001,213.20000000000002,-9.67802675544031E-26,0,-1.4831254515944035E-24
1.5,0.7000000000000001,213.4,-9.574791167446119E-26,0,-1.467291392984283E-24
1.5,0.7000000000000001,213.60000000000002,-9.471555579451909E-26,0,-1.4514573343741617E-24
1.5,0.7000000000000001,213.8,-9.368319991457722E-26,0,-1.435623275764044E-24
1.5,0.7000000000000001,214,-9.26508440346353E-26,0,-1.4197892171539242E-24
1.5,0.7000000000000001,214.20000000000002,-9.161848815469323E-26,0,-1.403955158543805E-24
1.5,0.7000000000000001,214.4,-9.058613227475132E-26,0,-1.3881210999336851E-24
1.5,0.7000000000000001,214.60000000000002,-8.955377639480924E-26,0,-1.3722870413235613E-24
1.5,0.7000000000000001,214.8,-8.852142051486736E-26,0,-1.3564529827134451E-24
1.5,0.7000000000000001,215,-8.748906463492541E-26,0,-1.3406189241033262E-24
1.5,0.7000000000000001,215.20000000000002,-8.64567087549834E-26,0,-1.324784865493202E-24
1.5,0.7000000000000001,215.4,-8.542435287504146E-26,0,-1.3089508068830848E-24
1.5,0.7000000000000001,215.60000000000002,-8.43919969950994E-26,0,-1.2931167482729631E-24
1.5,0.7000000000000001,215.8,-8.335964111515747E-26,0,-1.2772826896628446E-24
1.5,0.7000000000000001,216,-8.232728523521552E-26,0,-1.261448631052727E-24
1.5,0.7000000000000001,216.20000000000002,-8.129492935527348E-26,0,-1.2456145724426068E-24
1.5,0.7000000000000001,216.4,-8.026257347533159E-26,0,-1.2297805138324846E-24
1.5,0.7000000000000001,216.60000000000002,-7.923021759538944E-26,0,-1.2139464552223642E-24
1.5,0.7000000000000001,216.8,-7.819786171544756E-26,0,-1.1981123966122451E-24
1.5,0.7000000000000001,217,-7.716550583550566E-26,0,-1.1822783380021262E-24
1.5,0.7000000000000001,217.20000000000002,-7.613314995556359E-26,0,-1.1664442793920062E-24
1.5,0.7000000000000001,217.4,-7.510079407562171E-26,0,-1.1506102207818882E-24
1.5,0.7000000000000001,217.60000000000002,-7.406843819567957E-26,0,-1.1347761621717656E-24
1.5,0.7000000000000001,217.8,-7.303608231573769E-26,0,-1.1189421035616482E-24
1.5,0.7000000000000001,218,-7.200372643579579E-26,0,-1.1031080449515295E-24
1.5,0.7000000000000001,218.20000000000002,-7.097137055585373E-26,0,-1.0872739863414075E-24
1.5,0.7000000000000001,218.4,-6.993901467591188E-26,0,-1.0714399277312891E-24
1.5,0.7000000000000001,218.60000000000002,-6.890665879596974E-26,0,-1.0556058691211664E-24
1.5,0.7000000000000001,218.8,-6.787430291602779E-26,0,-1.0397718105110495E-24
1.5,0.7000000000000001,219,-6.684194703608598E-26,0,-1.023937751900931E-24
1.5,0.7000000000000001,219.20000000000002,-6.580959115614387E-26,0,-1.008103693290808E-24
1.5,0.7000000000000001,219.4,-6.477723527620195E-26,0,-9.922696346806891E-25
1.5,0.7000000000000001,219.60000000000002,-6.374487939625991E-26,0,-9.764355760705687E-25
1.5,0.7000000000000001,219.8,-6.271252351631794E-26,0,-9.606015174604507E-25
1.5,0.7000000000000001,220,-6.168016763637603E-26,0,-9.447674588503295E-25
1.5,0.7000000000000001,220.20000000000002,-6.064781175643395E-26,0,-9.289334002402102E-25
1.5,0.7000000000000001,220.4,-5.961545587649205E-26,0,-9.130993416300894E-25
1.5,0.7000000000000001,220.60000000000002,-5.858309999654998E-26,0,-8.972652830199702E-25
1.5,0.7000000000000001,220.8,-5.755074411660804E-26,0,-8.814312244098509E-25
1.5,0.7000000000000001,221,-5.651838823666612E-26,0,-8.655971657997327E-25
1.5,0.7000000000000001,221.20000000000002,-5.548603235672413E-26,0,-8.497631071896092E-25
1.5,0.7000000000000001,221.4,-5.445367647678218E-26,0,-8.33929048579491E-25
1.5,0.7000000000000001,221.60000000000002,-5.342132059684015E-26,0,-8.180949899693716E-25
1.5,0.7000000000000001,221.8,-5.238896471689818E-26,0,-8.022609313592503E-25
1.5,0.7000000000000001,222,-5.13566088369563E-26,0,-7.864268727491321E-25
1.5,0.7000000000000001,222.20000000000002,-5.032425295701427E-26,0,-7.705928141390104E-25
1.5,0.7000000000000001,222.4,-4.929189707707231E-26,0,-7.547587555288931E-25
1.5,0.7000000000000001,222.60000000000002,-4.825954119713026E-26,0,-7.389246969187724E-25
1.5,0.7000000000000001,222.8,-4.7227185317188335E-26,0,-7.230906383086515E-25
1.5,0.7000000000000001,223,-4.6194829437246375E-26,0,-7.072565796985341E-25
1.5,0.7000000000000001,223.20000000000002,-4.516247355730437E-26,0,-6.914225210884131E-25
1.5,0.7000000000000001,223.4,-4.4130117677362483E-26,0,-6.75588462478294E-25
1.5,0.7000000000000001,223.60000000000002,-4.3097761797420385E-26,0,-6.597544038681726E-25
1.5,0.7000000000000001,223.8,-4.2065405917478453E-26,0,-6.439203452580533E-25
1.5,0.7000000000000001,224,-4.1033050037536545E-26,0,-6.2808628664793645E-25
1.5,0.7000000000000001,224.20000000000002,-4.000069415759449E-26,0,-6.122522280378148E-25
1.5,0.7000000000000001,224.4,-3.896833827765254E-26,0,-5.964181694276946E-25
1.5,0.7000000000000001,224.60000000000002,-3.793598239771048E-26,0,-5.805841108175746E-25
1.5,0.7000000000000001,224.8,-3.6903626517768577E-26,0,-5.647500522074559E-25
1.5,0.7000000000000001,225,-3.5871270637826674E-26,0,-5.489159935973362E-25
1.5,0.7000000000000001,225.20000000000002,-3.4838914757884593E-26,0,-5.330819349872144E-25
1.5,0.7000000000000001,225.4,-3.3806558877942685E-26,0,-5.17247876377096E-25
1.5,0.7000000000000001,225.60000000000002,-3.277420299800059E-26,0,-5.01413817766975E-25
1.5,0.7000000000000001,225.8,-3.174184711805871E-26,0,-4.855797591568558E-25
1.5,0.7000000000000001,226,-3.070949123811677E-26,0,-4.697457005467378E-25
1.5,0.7000000000000001,226.20000000000002,-2.9677135358174694E-26,0,-4.53911641936616E-25
1.5,0.7000000000000001,226.4,-2.8644779478232797E-26,0,-4.380775833264972E-25
1.5,0.7000000000000001,226.60000000000002,-2.7612423598290756E-26,0,-4.222435247163758E-25
1.5,0.7000000000000001,226.8,-2.658006771834883E-26,0,-4.0640946610625773E-25
1.5,0.7000000000000001,227,-2.5547711838406896E-26,0,-3.9057540749613814E-25
1.5,0.7000000000000001,227.20000000000002,-2.451535595846485E-26,0,-3.747413488860172E-25
1.5,0.7000000000000001,227.4,-2.3483000078522938E-26,0,-3.5890729027589776E-25
1.5,0.7000000000000001,227.60000000000002,-2.245064419858086E-26,0,-3.430732316657773E-25
1.5,0.7000000000000001,227.8,-2.141828831863896E-26,0,-3.2723917305565913E-25
1.5,0.7000000000000001,228,-2.038593243869704E-26,0,-3.1140511444553977E-25
1.5,0.7000000000000001,228.20000000000002,-1.935357655875496E-26,0,-2.9557105583541858E-25
1.5,0.7000000000000001,228.4,-1.8321220678813045E-26,0,-2.797369972252996E-25
1.5,0.7000000000000001,228.60000000000002,-1.7288864798870987E-26,0,-2.6390293861517816E-25
1.5,0.7000000000000001,228.8,-1.6256508918929092E-26,0,-2.480688800050599E-25
1.5,0.7000000000000001,229,-1.5224153038987155E-26,0,-2.322348213949406E-25
1.5,0.7000000000000001,229.20000000000002,-1.41917971590451E-26,0,-2.164007627848194E-25
1.5,0.7000000000000001,229.4,-1.3159441279103177E-26,0,-2.0056670417470057E-25
1.5,0.7000000000000001,229.60000000000002,-1.2127085399161108E-26,0,-1.847326455645794E-25
1.5,0.7000000000000001,229.8,-1.1094729519219195E-26,0,-1.6889858695446054E-25
1.5,0.7000000000000001,230,-1.0062373639277277E-26,0,-1.5306452834434137E-25
1.5,0.7000000000000001,230.20000000000002,-9.030017759335218E-27,0,-1.3723046973422051E-25
1.5,0.7000000000000001,230.4,-7.997661879393304E-27,0,-1.213964111241017E-25
1.5,0.7000000000000001,230.60000000000002,-6.965305999451229E-27,0,-1.055623525139805E-25
1.5,0.7000000000000001,230.8,-6.781112776949711E-27,0,-1.0274524788133955E-25
1.5,0.7000000000000001,231,-6.729240295470135E-27,0,-1.0195890112401787E-25
1.5,0.7000000000000001,231.20000000000002,-6.677367813990552E-27,0,-1.0117255436669593E-25
1.5,0.7000000000000001,231.4,-6.625495332510978E-27,0,-1.0038620760937434E-25
1.5,0.7000000000000001,231.60000000000002,-6.573622851031398E-27,0,-9.959986085205235E-26
1.5,0.7000000000000001,231.8,-6.521750369551825E-27,0,-9.881351409473069E-26
1.5,0.7000000000000001,232,-6.469877888072246E-27,0,-9.802716733740886E-26
1.5,0.7000000000000001,232.20000000000002,-6.4180054065926725E-27,0,-9.724082058008702E-26
1.5,0.7000000000000001,232.4,-6.366132925113099E-27,0,-9.645447382276525E-26
1.5,0.7000000000000001,232.60000000000002,-6.3142604436335164E-27,0,-9.566812706544351E-26
1.5,0.7000000000000001,232.8,-6.262387962153941E-27,0,-9.488178030812189E-26
1.5,0.7000000000000001,233,-6.210515480674366E-27,0,-9.409543355079992E-26
1.5,0.7000000000000001,233.20000000000002,-6.1586429991947824E-27,0,-9.33090867934782E-26
1.5,0.7000000000000001,233.4,-6.10677051771521E-27,0,-9.252274003615655E-26
1.5,0.7000000000000001,233.60000000000002,-6.0548980362356264E-27,0,-9.173639327883434E-26
1.5,0.7000000000000001,233.8,-6.003025554756057E-27,0,-9.095004652151284E-26
1.5,0.7000000000000001,234,-5.951153073276483E-27,0,-9.016369976419119E-26
1.5,0.7000000000000001,234.20000000000002,-5.8992805917968995E-27,0,-8.937735300686926E-26
1.5,0.7000000000000001,234.4,-5.847408110317326E-27,0,-8.859100624954753E-26
1.5,0.7000000000000001,234.60000000000002,-5.795535628837746E-27,0,-8.780465949222561E-26
1.5,0.7000000000000001,234.8,-5.743663147358177E-27,0,-8.701831273490387E-26
1.5,0.7000000000000001,235,-5.691790665878601E-27,0,-8.623196597758221E-26
1.5,0.7000000000000001,235.20000000000002,-5.639918184399016E-27,0,-8.544561922026027E-26
1.5,0.7000000000000001,235.4,-5.588045702919444E-27,0,-8.465927246293853E-26
1.5,0.7000000000000001,235.60000000000002,-5.536173221439864E-27,0,-8.387292570561681E-26
1.5,0.7000000000000001,235.8,-5.484300739960293E-27,0,-8.308657894829503E-26
1.5,0.7000000000000001,236,-5.432428258480721E-27,0,-8.230023219097315E-26
1.5,0.7000000000000001,236.20000000000002,-5.380555777001135E-27,0,-8.15138854336514E-26
1.5,0.7000000000000001,236.4,-5.328683295521564E-27,0,-8.072753867632961E-26
1.5,0.7000000000000001,236.60000000000002,-5.2768108140419856E-27,0,-7.994119191900784E-26
1.5,0.7000000000000001,236.8,-5.224938332562402E-27,0,-7.915484516168624E-26
1.5,0.7000000000000001,237,-5.173065851082833E-27,0,-7.836849840436429E-26
1.5,0.7000000000000001,237.20000000000002,-5.12119336960325E-27,0,-7.758215164704262E-26
1.5,0.7000000000000001,237.4,-5.069320888123681E-27,0,-7.679580488972067E-26
1.5,0.7000000000000001,237.60000000000002,-5.017448406644094E-27,0,-7.600945813239897E-26
1.5,0.7000000000000001,237.8,-4.965575925164528E-27,0,-7.522311137507707E-26
1.5,0.7000000000000001,238,-4.913703443684953E-27,0,-7.443676461775532E-26
1.5,0.7000000000000001,238.20000000000002,-4.861830962205368E-27,0,-7.36504178604334E-26
1.5,0.7000000000000001,238.4,-4.80995848072579E-27,0,-7.286407110311169E-26
1.5,0.7000000000000001,238.60000000000002,-4.758085999246216E-27,0,-7.207772434578988E-26
1.5,0.7000000000000001,238.8,-4.7062135177666426E-27,0,-7.129137758846813E-26
1.5,0.7000000000000001,239,-4.6543410362870646E-27,0,-7.050503083114635E-26
1.5,0.7000000000000001,239.20000000000002,-4.602468554807486E-27,0,-6.971868407382452E-26
1.5,0.7000000000000001,239.4,-4.5505960733279114E-27,0,-6.893233731650291E-26
1.5,0.7000000000000001,239.60000000000002,-4.4987235918483284E-27,0,-6.814599055918107E-26
1.5,0.7000000000000001,239.8,-4.446851110368761E-27,0,-6.735964380185937E-26
1.5,0.7000000000000001,240,-4.3949786288891874E-27,0,-6.657329704453749E-26
1.5,0.7000000000000001,240.20000000000002,-4.343106147409602E-27,0,-6.578695028721561E-26
1.5,0.7000000000000001,240.4,-4.291233665930027E-27,0,-6.500060352989386E-26
1.5,0.7000000000000001,240.60000000000002,-4.239361184450446E-27,0,-6.42142567725719E-26
1.5,0.7000000000000001,240.8,-4.187488702970871E-27,0,-6.342791001525029E-26
1.5,0.7000000000000001,241,-4.1356162214913E-27,0,-6.264156325792864E-26
1.5,0.7000000000000001,241.20000000000002,-4.083743740011722E-27,0,-6.185521650060666E-26
