p_diric_aff,lmda,Time (s),"Dependent variable c Sink Flux","Dependent variable c Source Flux","Dependent variable p (m^2) Total Concentration"
0.5,0,28,0.004225705269342828,2.0306969032364253E-6,0.7474169119542416
0.5,0,29,0.006465694942637237,4.876597727256835E-7,0.7421542287495492
0.5,0,30,0.009194409245161028,7.551051709254534E-9,0.7343949081026884
0.5,0,31,0.012230666299694217,0,0.7237173486580867
0.5,0,32,0.01534874893695798,0,0.70996789205369
0.5,0,33,0.018110974652155384,0,0.6912076869951036
0.5,0,34,0.020650523841562903,0,0.6705816629507579
0.5,0,35,0.022507383469967206,0,0.6470353954450887
0.5,0,36,0.02410158140100784,0,0.6227758447637568
0.5,0,37,0.025239792540924514,0,0.5973211524421351
0.5,0,38,0.026134314597379117,0,0.5716382193073103
0.5,0,39,0.02669016869139072,0,0.5456380875107473
0.5,0,40,0.026960371937801944,0,0.5193704132341431
0.5,0,41,0.026953728633825443,0,0.49314697966315546
0.5,0,42,0.026678635105914214,0,0.46726512267209286
0.5,0,43,0.02612789684564479,0,0.44147006590557086
0.5,0,44,0.02527090574777724,0,0.41688612527073043
0.5,0,45,0.024197355891036793,0,0.3963385029785707
0.5,0,46,0.023123806034296313,0,0.3757908806864105
0.5,0,47,0.022050256177555873,0,0.35524325839425025
0.5,0,48,0.02097670632081546,0,0.3346956361020908
0.5,0,49,0.019942845519484373,0,0.3168659419979579
0.5,0,50,0.018928423556809026,0,0.30036743018022205
0.5,0,51,0.01791400159413366,0,0.28386891836248596
0.5,0,52,0.01689957963145827,0,0.26737040654474953
0.5,0,53,0.016077597089809423,0,0.25471729942017585
0.5,0,54,0.015352854730412513,0,0.24400728613365746
0.5,0,55,0.014628112371015614,0,0.2332972728471394
0.5,0,56,0.013903370011618718,0,0.22258725956062136
0.5,0,57,0.013178627652221801,0,0.2118772462741033
0.5,0,58,0.01245388529282493,0,0.2011672329875854
0.5,0,59,0.011729142933428029,0,0.190457219701067
0.5,0,60,0.011004400574031114,0,0.17974720641454886
0.5,0,61,0.010407620378309106,0,0.171035864171346
0.5,0,62,0.009879599774620183,0,0.1633984941211725
0.5,0,63,0.009351579170931252,0,0.15576112407099943
0.5,0,64,0.00882355856724234,0,0.14812375402082592
0.5,0,65,0.008295537963553437,0,0.14048638397065266
0.5,0,66,0.007767517359864513,0,0.1328490139204794
0.5,0,67,0.007369329320226936,0,0.12702879840331047
0.5,0,68,0.0070033659805536375,0,0.12165960424617332
0.5,0,69,0.006637402640880333,0,0.11629041008903604
0.5,0,70,0.0062714393012070465,0,0.11092121593189865
0.5,0,71,0.005905475961533748,0,0.10555202177476125
0.5,0,72,0.005539512621860442,0,0.10018282761762388
0.5,0,73,0.005262600608047667,0,0.09604010125080412
0.5,0,74,0.004990195095827827,0,0.09195944110250887
0.5,0,75,0.0047177895836079875,0,0.08787878095421366
0.5,0,76,0.004445384071388148,0,0.0837981208059184
0.5,0,77,0.004172978559168314,0,0.07971746065762314
0.5,0,78,0.0039573426720567045,0,0.07639471318021744
0.5,0,79,0.0037659058493738316,0,0.07339503948600563
0.5,0,80,0.003574469026690953,0,0.07039536579179381
0.5,0,81,0.00338303220400808,0,0.06739569209758199
0.5,0,82,0.003191595381325213,0,0.06439601840337017
0.5,0,83,0.003020824846120778,0,0.06167123751003483
0.5,0,84,0.0028752693391853757,0,0.059281854532376
0.5,0,85,0.002729713832249964,0,0.056892471554717126
0.5,0,86,0.0025841583253145553,0,0.05450308857705839
0.5,0,87,0.0024386028183791437,0,0.052113705599399644
0.5,0,88,0.0023201338937138085,0,0.050093452207472085
0.5,0,89,0.002211949598270762,0,0.0482133553286983
0.5,0,90,0.002103765302827712,0,0.04633325844992453
0.5,0,91,0.001995581007384666,0,0.04445316157115084
0.5,0,92,0.0018873967119416208,0,0.04257306469237704
0.5,0,93,0.0018062247940315579,0,0.04107466672316451
0.5,0,94,0.0017250753992169789,0,0.03957658701697697
0.5,0,95,0.0016439260044024027,0,0.03807850731078936
0.5,0,96,0.0015627766095878224,0,0.036580427604601805
0.5,0,97,0.0014837204897875792,0,0.03511294919178416
0.5,0,98,0.001412173263819009,0,0.033755242243037546
0.5,0,99,0.0013436876109806503,0,0.0324422920017897
0.5,0,100,0.001278263531272499,0,0.031174098468040562
0.5,0,101,0.0012159010246945534,0,0.02995066164179025
0.5,0,102,0.001156848801712363,0,0.028778380024889444
0.5,0,103,0.001101196610738856,0,0.02765956254866916
0.5,0,104,0.0010487781469645705,0,0.026589930737638604
0.5,0,105,9.995934103895075E-4,0,0.025569484591797805
0.5,0,106,9.536424010136664E-4,0,0.02459822411114674
0.5,0,107,9.08623722633591E-4,0,0.023647660833396023
0.5,0,108,8.654220409674626E-4,0,0.022728745835076197
0.5,0,109,8.244451212417924E-4,0,0.02184652674955903
0.5,0,110,7.856929634565876E-4,0,0.021001003576844732
0.5,0,111,7.491655676118436E-4,0,0.020192176316933187
0.5,0,112,7.148629337075607E-4,0,0.019420044969824427
0.5,0,113,6.82785061743743E-4,0,0.018684609535518412
0.5,0,114,6.529319517203866E-4,0,0.017985870014015175
0.5,0,115,6.253036036374916E-4,0,0.017323826405314734
0.5,0,116,5.98695381898829E-4,0,0.01668261740021783
0.5,0,117,5.718164488772304E-4,0,0.016045246676521636
0.5,0,118,5.465011476514495E-4,0,0.01543586683509619
0.5,0,119,5.227494782214846E-4,0,0.014854477875941501
0.5,0,120,5.005614405873357E-4,0,0.01430107979905752
0.5,0,121,4.7993703474900245E-4,0,0.01377567260444428
0.5,0,122,4.608762607064863E-4,0,0.013278256292101798
0.5,0,123,4.433791184597866E-4,0,0.012808830862030034
0.5,0,124,4.2744560800890243E-4,0,0.012367396314229007
0.5,0,125,4.130757293538355E-4,0,0.011953952648698711
0.5,0,126,3.968907003194748E-4,0,0.011520799289598605
0.5,0,127,3.8129448342539375E-4,0,0.011101874617842193
0.5,0,128,3.6655346337124023E-4,0,0.010700939368188304
0.5,0,129,3.526676401570157E-4,0,0.010317993540636948
0.5,0,130,3.3963701378271857E-4,0,0.009953037135188079
0.5,0,131,3.274615842483507E-4,0,0.00960607015184175
0.5,0,132,3.1614135155391123E-4,0,0.009277092590597941
0.5,0,133,3.056763156993999E-4,0,0.00896610445145664
0.5,0,134,2.960664766848169E-4,0,0.008673105734417878
0.5,0,135,2.863606215064317E-4,0,0.008382673977932163
0.5,0,136,2.7613020585526033E-4,0,0.008087860992580683
