% Time (s),"Dependent variable c Sink Flux","Dependent variable c Source Flux","Dependent variable p (m^2) Total Concentration"
71.20389410057948,1.1226636446540408E-22,0,2.0045207204220784E-21
71.4997985357037,8.718825958114964E-23,0,1.5596235334639529E-21
71.79570297082793,6.77150138503938E-23,0,1.2134776252532542E-21
72.09160740595216,5.2598243851071907E-23,0,9.44273589854095E-22
72.38751184107639,4.086093159202627E-23,0,7.348237413156455E-22
72.68341627620062,3.171108877795676E-23,0,5.712168905565238E-22
72.97932071132485,2.4582362551796004E-23,0,4.435248060372113E-22
73.57112958157332,1.464127039998772E-23,0,2.650813980497081E-22
74.0895495580898,9.243515199589912E-24,0,1.6788615060493078E-22
74.60796953460628,5.900624646870366E-24,0,1.0743342999606758E-22
75.12638951112277,3.83439612019462E-24,0,6.991032410672539E-23
75.64480948763925,2.490308130802927E-24,0,4.5466264937855545E-23
76.64480948763925,9.90992461995702E-25,0,1.8207004024935787E-23
77.64480948763925,2.3466825004406657E-25,0,4.4774922939123626E-24
78.54480948763926,2.2676711263008764E-26,0,5.624408386102663E-25
79.44480948763926,-3.07258750125365E-26,0,-4.780383613579414E-25
80.34480948763927,-2.6966845990686514E-26,0,-4.562710294244701E-25
81.34480948763927,-1.6686879338261147E-26,0,-2.940703393137888E-25
82.34480948763927,-8.950602588508431E-27,0,-1.5842936575376834E-25
83.34480948763927,-4.802928210084433E-27,0,-8.536385712581604E-26
84.34480948763927,-2.5782807988137194E-27,0,-4.6000487986396976E-26
85.34480948763927,-1.3845723982622455E-27,0,-2.4791185000700422E-26
86.34480948763927,-7.437938954881312E-28,0,-1.3362114172180554E-26
87.34480948763927,-3.996974438236402E-28,0,-7.202660514800872E-27
88.34480948763927,-2.1485363885852357E-28,0,-3.882823349587969E-27
89.34480948763927,-1.1552550081040754E-28,0,-2.093324161725018E-27
90.34480948763927,-6.213388287174184E-29,0,-1.128643912603149E-27
91.34480948763927,-3.342618062822498E-29,0,-6.085645088746403E-28
92.34480948763927,-1.7986440521395146E-29,0,-3.2815823204759974E-28
93.34480948763927,-9.6804805752862E-30,0,-1.7696400279337436E-28
94.34480948763927,-5.2111702381807564E-30,0,-9.543542266782942E-29
95.34480948763927,-2.805783038764633E-30,0,-5.147016218168702E-29
96.34480948763927,-1.5109413517868241E-30,0,-2.7760104585870714E-29
97.34480948763927,-8.137863663913215E-31,0,-1.497286001966383E-29
98.34480948763927,-4.383665706693795E-31,0,-8.076163973046742E-30
99.34480948763927,-2.361695656833521E-31,0,-4.356331151205054E-30
100.34480948763927,-1.2725226012827604E-31,0,-2.349907851361272E-30
