% Time (s),"Dependent variable c Sink Flux","Dependent variable c Source Flux","Dependent variable p (m^2) Total Concentration"
59.648214122223195,2.6991186851459306E-18,0,4.085737530717906E-17
59.976989219109875,2.0151147607618996E-18,0,3.075133174416173E-17
60.305764315996555,1.5065543657275974E-18,0,2.3143536730245503E-17
60.634539412883235,1.126655128838952E-18,0,1.7419981656041442E-17
60.93043700008125,8.661357271236835E-19,0,1.3490569697326876E-17
61.22633458727926,6.654698171380985E-19,0,1.0444672939543747E-17
61.4746304271173,5.344831512337862E-19,0,8.428548383069088E-18
61.69809668297153,4.391759093801771E-19,0,6.951515432647291E-18
61.921562938825765,3.607706600004956E-19,0,5.734563959991548E-18
62.14502919468,2.9637829823409192E-19,0,4.73315294541625E-18
62.346148824948806,2.4837535007839203E-19,0,3.9820881206925556E-18
62.54726845521761,2.0818597744841383E-19,0,3.3496893667587578E-18
62.74838808548642,1.7449732379362108E-19,0,2.8175133903126465E-18
62.949507715755225,1.4625072729190813E-19,0,2.3699030635987555E-18
63.15062734602403,1.2258181475982437E-19,0,1.993499674053037E-18
63.35174697629284,1.0274406372374288E-19,0,1.676751116234134E-18
63.55286660656164,8.611781211537051E-20,0,1.4102007505440123E-18
63.84617905644947,6.656510309660683E-20,0,1.0953221160278422E-18
64.1394915063373,5.144315258591738E-20,0,8.506171842101008E-19
64.43280395622511,3.9757890214280816E-20,0,6.605289988640999E-19
64.72611640611294,3.073764000602757E-20,0,5.129397622767194E-19
65.01942885600076,2.3768927144859702E-20,0,3.983531132501901E-19
65.31274130588858,1.8380279005006703E-20,0,3.0939231711766757E-19
65.6060537557764,1.4215593208569462E-20,0,2.4031117318956438E-19
65.89936620566422,1.100338596607538E-20,0,1.8672182888506464E-19
66.19267865555204,8.521992056498274E-21,0,1.4514182392477265E-19
66.48599110543987,6.599757735851211E-21,0,1.1283923330171858E-19
66.77930355532769,5.112210646779051E-21,0,8.77329488914032E-20
67.07261600521551,3.96381833815512E-21,0,6.821070929941213E-20
67.36592845510333,3.074833968932983E-21,0,5.304725661881524E-20
67.65924090499115,2.3793600176210305E-21,0,4.125930110342574E-20
67.95255335487897,1.8416868844420586E-21,0,3.2104737722431765E-20
68.17805589650695,1.5190554424596237E-21,0,2.647497022332065E-20
68.40355843813492,1.2524551208831385E-21,0,2.182645178656182E-20
68.6065107256001,1.0491497371457103E-21,0,1.834096996367487E-20
68.78916778431876,8.943590558736458E-22,0,1.5682768300537256E-20
68.97182484303742,7.638873221669362E-22,0,1.3410997703328175E-20
69.15448190175609,6.526950552203013E-22,0,1.1469760149621087E-20
69.33713896047475,5.574193888842624E-22,0,9.810767418224433E-21
69.51979601919341,4.759163500893816E-22,0,8.392356336658931E-21
69.70245307791207,4.0643465620964604E-22,0,7.179288333395019E-21
69.88511013663073,3.47215451840052E-22,0,6.141655129577462E-21
70.25042425406805,2.5376380577782172E-22,0,4.5002932713986056E-21
70.57920695976165,1.9150307032572571E-22,0,3.404344516497959E-21
70.90798966545525,1.4461300116680032E-22,0,2.5769108491423048E-21
