% Model,LymphNode_2D_Model(1).mph
% Version,COMSOL 6.0.0.312
% Date,"Sep 6 2022, 13:51"
% Table,Accumulated Probe Table 2 - 
% p_diric_aff,lmda,Time (s),"Dependent variable c, Sink Flux","Dependent variable c, Source Flux","Dependent variable p (m^2), Total Concentration"
0.5,0,8.200000000000001,2.767589781312006E-8,6.862743811367726E-4,0.001140018608200563
0.5,0,8.3,2.9290242657084426E-8,7.583051652182145E-4,0.0012650117421058418
0.5,0,8.4,3.0972430961797685E-8,8.378793718498462E-4,0.0013979518426244072
0.5,0,8.5,3.2722462727259936E-8,9.257832567507967E-4,0.0015388389097562589
0.5,0,8.6,3.4540337953471003E-8,0.0010228842030219406,0.001687672943501402
0.5,0,8.700000000000001,3.642605664043112E-8,0.0011301389094282397,0.0018444539438598356
0.5,0,8.8,3.8379618788140024E-8,0.0012486023644917947,0.0020091819108315513
0.5,0,8.9,4.0401024396597866E-8,0.001379437672631877,0.0021818568444165556
0.5,0,9,4.249027346580465E-8,0.0015239268020171928,0.002362478744614855
0.5,0,9.1,4.464736599576039E-8,0.0016834823268355378,0.002551047611426435
0.5,0,9.200000000000001,4.687230198646511E-8,0.0018596602391406222,0.0027475634448513118
0.5,0,9.3,4.916508143791852E-8,0.0020541739070590757,0.0029520262448894706
0.5,0,9.4,5.1690737380017264E-8,0.0022689092566239664,0.003216152598733198
0.5,0,9.5,5.436048385884082E-8,0.0025059412534617896,0.003512119551606341
0.5,0,9.600000000000001,5.712622202237576E-8,0.002767551757526326,0.0038248543118649344
