p_diric_aff,lmda,Time (s),"Dependent variable c Sink Flux","Dependent variable c Source Flux","Dependent variable p (m^2) Total Concentration"
0.5,0.5,0,0,0,0
0.5,0.5,5,6.904664668549082E-13,2.80230143576927E-5,2.9314694626743983E-5
0.5,0.5,10,5.1646864145167066E-11,0.004113780215981016,0.0031660674918692305
0.5,0.5,15,1.2624567150530735E-9,0.1866186883677999,0.1971901108181124
0.5,0.5,20,4.8817811935558376E-8,0.006104053382933334,0.0955506790652116
0.5,0.5,25,1.7504552987002594E-6,4.1803896506466095E-5,0.008530525507371796
0.5,0.5,30,4.692239463185035E-6,7.551051709254534E-9,5.96084947004044E-4
0.5,0.5,35,1.921260658373779E-6,0,6.044735654467678E-6
0.5,0.5,40,3.1525751633755266E-7,0,-7.716139646935353E-8
0.5,0.5,45,2.9555312777594247E-8,0,-1.28996878183191E-7
0.5,0.5,50,1.3098657318329286E-9,0,-2.3533783627991492E-8
0.5,0.5,55,-5.833857339662447E-11,0,-1.941638470517617E-9
0.5,0.5,60,-9.08501113597475E-12,0,-1.5727414497201687E-10
0.5,0.5,65,-5.210159188848514E-13,0,-6.1940503361811995E-12
0.5,0.5,70,-1.9972243926661002E-14,0,-2.382217858497101E-13
0.5,0.5,75,-5.105569984226691E-16,0,-6.372185513057225E-15
0.5,0.5,80,-9.905619370127419E-18,0,-1.5653368674392712E-16
0.5,0.5,85,-1.8126825896725686E-18,0,-3.054072477456196E-17
0.5,0.5,90,-8.07170702958125E-19,0,-1.3812645264336946E-17
0.5,0.5,95,-2.692512484819675E-19,0,-4.7804703167083765E-18
0.5,0.5,100,-1.7567308984291137E-19,0,-3.1305837140434353E-18
0.5,0.5,105,-8.209493120385515E-20,0,-1.4806971113784951E-18
0.5,0.5,110,-2.750392822601554E-20,0,-5.140573418769701E-19
0.5,0.5,115,-1.795309816359942E-20,0,-3.3674305631191744E-19
0.5,0.5,120,-8.402268101183387E-21,0,-1.5942877074686493E-19
0.5,0.5,125,-2.82765809063173E-21,0,-5.550641167614701E-20
0.5,0.5,130,-1.846602948303083E-21,0,-3.6370567647079865E-20
0.5,0.5,135,-8.655478059744388E-22,0,-1.723472361801288E-20
0.5,0.5,140,-2.926203860513444E-22,0,-6.015749817211917E-21
0.5,0.5,145,-1.9118525318960916E-22,0,-3.942793415797565E-21
0.5,0.5,150,-8.975012032787329E-23,0,-1.8698370143832058E-21
0.5,0.75,0,0,0,0
0.5,0.75,5,4.8024171354669774E-14,2.80230143576927E-5,2.3957764223276524E-5
0.5,0.75,10,3.692465529059503E-12,0.004113780215981016,0.0026532041170409686
0.5,0.75,15,9.032213751965143E-11,0.1866186883677999,0.16098079036359267
0.5,0.75,20,3.745953265116491E-9,0.006104053382933334,0.0437116952263412
0.5,0.75,25,1.112018354290561E-7,4.1803896506466095E-5,0.0014462384276390133
0.5,0.75,30,1.2538952754191587E-7,7.551051709254534E-9,3.465297127610315E-5
0.5,0.75,35,1.9324345141010788E-8,0,-9.78725737049642E-7
0.5,0.75,40,-4.075244022746727E-10,0,-4.7688014255561686E-8
0.5,0.75,45,-1.2317931568671572E-11,0,-1.0024042143035355E-9
0.5,0.75,50,6.068563055927138E-13,0,-3.1116017228425066E-11
0.5,0.75,55,-1.1613663163994966E-14,0,-1.2142585558802839E-12
0.5,0.75,60,-1.3962479402011814E-15,0,-3.3326761217656036E-14
0.5,0.75,65,4.608230943036336E-17,0,1.077362438091327E-15
0.5,0.75,70,-7.102127719169761E-18,0,-1.36646414572918E-16
0.5,0.75,75,-2.5438444692865763E-18,0,-4.3732582458152514E-17
0.5,0.75,80,-7.879677799029466E-19,0,-1.308816223892301E-17
0.5,0.75,85,-2.9427019181880965E-19,0,-4.833935430889313E-18
0.5,0.75,90,-8.96582865539892E-20,0,-1.4361773584155337E-18
0.5,0.75,95,-3.3543524160398234E-20,0,-5.330835828410653E-19
0.5,0.75,100,-1.0540505227584558E-20,0,-1.6391955409214447E-19
0.5,0.75,105,-4.9410157399205915E-21,0,-7.53889532243933E-20
0.5,0.75,110,6.584737477433703E-22,0,1.3141647643358363E-20
0.5,0.75,115,1.420482866468878E-21,0,2.4445174817345828E-20
0.5,0.75,120,-3.6008727043682584E-22,0,-4.841841136794232E-21
0.5,0.75,125,-2.140657407342529E-21,0,-3.412885709093427E-20
0.5,0.75,130,-1.9341503764629515E-21,0,-3.0920171734962174E-20
0.5,0.75,135,-6.83235761298352E-22,0,-1.0631748633943624E-20
0.5,0.75,140,5.676788538662507E-22,0,9.656674467074914E-21
0.5,0.75,145,6.405076632231598E-22,0,1.0697579187507975E-20
0.5,0.75,150,9.413467686145624E-23,0,1.6219899432127894E-21
0.5,1,0,0,0,0
0.5,1,5,4.003406559902187E-15,2.80230143576927E-5,2.025331892045511E-5
0.5,1,10,3.141390816840537E-13,0.004113780215981016,0.002285255082986151
0.5,1,15,7.741054205579021E-12,0.1866186883677999,0.13495415710921532
0.5,1,20,3.735555711214933E-10,0.006104053382933334,0.023445674590955014
0.5,1,25,7.554324695661678E-9,4.1803896506466095E-5,3.5968788321198735E-4
0.5,1,30,4.087596042497471E-9,7.551051709254534E-9,3.97873508226425E-6
0.5,1,35,1.435908836183208E-10,0,-2.1359726723997136E-8
0.5,1,40,2.546636600333132E-12,0,1.4669108431265185E-10
0.5,1,45,1.3877322359594918E-14,0,3.2896181578091535E-13
0.5,1,50,1.1233998348152625E-16,0,1.8259459125319394E-15
0.5,1,55,1.3383633876848332E-17,0,2.4238007237442586E-16
0.5,1,60,5.019509401672938E-18,0,1.0824748558006942E-16
0.5,1,65,-5.026675681399523E-20,0,1.8621442966877873E-17
0.5,1,70,-3.2816332887806825E-19,0,9.465899945776721E-18
0.5,1,75,-6.060599009421411E-19,0,3.1035692467554704E-19
0.5,1,80,-8.289614876958006E-19,0,-7.73429592306477E-18
0.5,1,85,-4.205509262733127E-19,0,-3.026541296310516E-18
0.5,1,90,-1.2140364850824523E-20,0,1.6812133304436958E-18
0.5,1,95,3.448836712521654E-19,0,5.76272568282066E-18
0.5,1,100,1.1201869286319223E-19,0,2.6553215679188027E-18
0.5,1,105,-1.2084628552578045E-19,0,-4.520825469830788E-19
0.5,1,110,-3.2062062495864927E-19,0,-3.1653460097730813E-18
0.5,1,115,-1.405326506553772E-19,0,-1.3540918212931853E-18
0.5,1,120,3.9555323647894694E-20,0,4.571623671867023E-19
0.5,1,125,1.9587858015028553E-19,0,2.0327346927120343E-18
0.5,1,130,7.939596242629828E-20,0,9.028090105884741E-19
0.5,1,135,-3.708665529768887E-20,0,-2.2711667153507346E-19
0.5,1,140,-1.3792814736577302E-19,0,-1.2116274059218469E-18
0.5,1,145,-5.921812974645434E-20,0,-5.268546135569146E-19
0.5,1,150,1.9491887872864348E-20,0,1.579181788080242E-19
0.75,0,0,0,0,0
0.75,0,5,5.8144549711386355E-9,2.80230143576927E-5,4.806230053036944E-5
0.75,0,10,2.2530722699689552E-7,0.004113780215981016,0.004984742085306967
0.75,0,15,7.468843523666255E-6,0.1866186883677999,0.34080422374756025
0.75,0,20,4.4763285930057145E-4,0.006104053382933334,0.7461567730496358
0.75,0,25,0.015566346773198354,4.1803896506466095E-5,0.7259406361589504
0.75,0,30,0.04621767303596289,7.551051709254534E-9,0.554696063233949
0.75,0,35,0.03759390828976681,0,0.3391538411015836
0.75,0,40,0.022039818192574123,0,0.20820458213494092
0.75,0,45,0.012649592366752616,0,0.13508786400209818
0.75,0,50,0.007152041222689312,0,0.08918004592621775
0.75,0,55,0.0040719331996051005,0,0.06058389475896848
0.75,0,60,0.0024640418352974507,0,0.043189180068020236
0.75,0,65,0.0016451068613217877,0,0.03239577671105125
0.75,0,70,0.0011787294547938134,0,0.025038183410949422
0.75,0,75,8.932670080131685E-4,0,0.01974082541356883
0.75,0,80,6.996448664703083E-4,0,0.015720513748618922
0.75,0,85,5.590970992113367E-4,0,0.012592371585074163
0.75,0,90,4.505686630567169E-4,0,0.01011137770189868
0.75,0,95,3.655187870506493E-4,0,0.008141913306881162
0.75,0,100,2.9327204522357035E-4,0,0.006505559339201026
0.75,0,105,2.3321564495303753E-4,0,0.005180813907086757
0.75,0,110,1.8474836285635134E-4,0,0.004111958157284281
0.75,0,115,1.457131037593106E-4,0,0.0032529590709400786
0.75,0,120,1.1424395159269072E-4,0,0.0025555316766925477
0.75,0,125,8.934489502095931E-5,0,0.002001700146788004
0.75,0,130,6.917036736486382E-5,0,0.0015517689158990042
0.75,0,135,5.3722334755707385E-5,0,0.0012058009546817698
0.75,0,140,4.111779248984342E-5,0,9.23333592593248E-4
0.75,0,145,3.176602484932538E-5,0,7.130285283431719E-4
0.75,0,150,2.4041593511364505E-5,0,5.395203018969679E-4
0.75,0.25,0,0,0,0
0.75,0.25,5,4.3066689515530636E-10,2.80230143576927E-5,3.53761358767704E-5
0.75,0.25,10,1.594485157710261E-8,0.004113780215981016,0.003798888345473297
0.75,0.25,15,6.198863576184658E-7,0.1866186883677999,0.2525404180136786
0.75,0.25,20,3.9456850584833493E-5,0.006104053382933334,0.2434192262614901
0.75,0.25,25,0.0010400349880813676,4.1803896506466095E-5,0.0706966423108692
0.75,0.25,30,0.0013601067685866403,7.551051709254534E-9,0.015314158360758553
0.75,0.25,35,3.9236607814016513E-4,0,0.002686599937586637
0.75,0.25,40,6.700404440328403E-5,0,5.253476040730324E-4
0.75,0.25,45,8.74977951902183E-6,0,9.822261502238652E-5
0.75,0.25,50,9.501131661093205E-7,0,1.5726703023184892E-5
0.75,0.25,55,1.5815774175768955E-7,0,2.7918103109748197E-6
0.75,0.25,60,2.029241991164717E-8,0,4.480599731367671E-7
0.75,0.25,65,3.311568042832468E-9,0,8.349727675676629E-8
0.75,0.25,70,6.532160834473681E-10,0,1.5805470539339818E-8
0.75,0.25,75,1.2129356285951717E-10,0,2.725074984006709E-9
0.75,0.25,80,2.5198433000265455E-11,0,5.577496582849071E-10
0.75,0.25,85,7.230038187910993E-12,0,1.6444712764512508E-10
0.75,0.25,90,1.4022021095118747E-12,0,3.180645716294873E-11
0.75,0.25,95,1.9412584724784394E-13,0,4.3545715460950885E-12
0.75,0.25,100,2.986307198770454E-14,0,6.675288683555204E-13
0.75,0.25,105,5.703056100478088E-15,0,1.278386759810826E-13
0.75,0.25,110,1.516379880545273E-15,0,3.4007835781487956E-14
0.75,0.25,115,4.049088883229099E-16,0,9.080591958952415E-15
0.75,0.25,120,4.6250460053162067E-17,0,1.0372726785201637E-15
0.75,0.25,125,-1.4810978502798322E-17,0,-3.320959384078078E-16
0.75,0.25,130,-9.041619217324917E-18,0,-2.0275222930605707E-16
0.75,0.25,135,-4.305023652921447E-18,0,-9.653937580149073E-17
0.75,0.25,140,-2.083272082553561E-18,0,-4.671811132000052E-17
0.75,0.25,145,-1.3748462452261874E-18,0,-3.0831569210852406E-17
0.75,0.25,150,-6.664204078988142E-19,0,-1.4945027101704212E-17
0.75,0.5,0,0,0,0
0.75,0.5,5,4.68732768427368E-11,2.80230143576927E-5,3.0441581617778257E-5
0.75,0.5,10,4.908142497152702E-9,0.004113780215981016,0.00326026955300277
0.75,0.5,15,1.0479672143106296E-7,0.1866186883677999,0.19750257826124495
0.75,0.5,20,4.1585040159188596E-6,0.006104053382933334,0.09433933493835385
0.75,0.5,25,6.910941561379677E-5,4.1803896506466095E-5,0.009003865083135457
0.75,0.5,30,4.671816719472024E-5,7.551051709254534E-9,8.504017011058149E-4
0.75,0.5,35,9.577938492962637E-6,0,1.068147791228732E-4
0.75,0.5,40,1.140408805013292E-6,0,1.034760929329584E-5
0.75,0.5,45,9.400360351547994E-8,0,8.51122387407321E-7
0.75,0.5,50,2.0467633517608255E-9,0,2.4752143852399187E-8
0.75,0.5,55,7.146447039409396E-11,0,1.0931265720583492E-9
0.75,0.5,60,3.362958993979138E-12,0,5.829438580435039E-11
0.75,0.5,65,2.1969199420385383E-13,0,4.1241600072839385E-12
0.75,0.5,70,2.278597129851929E-14,0,4.3085556686941877E-13
0.75,0.5,75,-2.7203308265559743E-16,0,-3.4400186368882223E-15
